CustomerID;CustomerName;BillToCustomerID;CustomerCategoryID;BuyingGroupID;PrimaryContactPersonID;AlternateContactPersonID;DeliveryMethodID;DeliveryCityID;PostalCityID;CreditLimit;AccountOpenedDate;StandardDiscountPercentage;IsStatementSent;IsOnCreditHold;PaymentDays;PhoneNumber;FaxNumber;DeliveryRun;RunPosition;WebsiteURL;DeliveryAddressLine1;DeliveryAddressLine2;DeliveryPostalCode;DeliveryLocation;PostalAddressLine1;PostalAddressLine2;PostalPostalCode;LastEditedBy;ValidFrom;ValidTo
892;Bahaar Asef zade;892;4;;3092;;3;372;372;1890,00;2013-01-01;,000;False;False;7;(225) 555-0100;(225) 555-0101;;;http://www.microsoft.com/BahaarAsefzade/;Shop 30;1759 Srbova Crescent;90557;PO Box 4288;Symeville;90557;8;2014-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
893;Leyla Asef zade;893;3;;3093;;3;36499;36499;2000,00;2013-01-01;,000;False;False;7;(216) 555-0100;(216) 555-0101;;;http://www.microsoft.com/LeylaAsefzade/;Suite 12;11 Mihajlovik Crescent;90110;PO Box 140;Huitingville;90110;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
894;Gabriela Hernandes;894;7;;3094;;3;8317;8317;2300,00;2013-01-01;,000;False;False;7;(239) 555-0100;(239) 555-0101;;;http://www.microsoft.com/GabrielaHernandes/;Suite 31;632 Sokk Lane;90114;PO Box 828;Hopkinsville;90114;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
895;Geza Roman;895;7;;3095;;3;25795;25795;2310,00;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.microsoft.com/GezaRoman/;Suite 24;368 Tatarescu Street;90005;PO Box 3424;Selezeanuville;90005;8;2014-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
896;Leonardo Folliero;896;4;;3096;;3;7749;7749;3300,00;2013-01-01;,000;False;False;7;(339) 555-0100;(339) 555-0101;;;http://www.microsoft.com/LeonardoFolliero/;Unit 22;349 Berggren Street;90759;PO Box 5259;Duminaville;90759;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
897;Allan Mannik;897;7;;3097;;3;18337;18337;3500,00;2013-01-01;,000;False;False;7;(218) 555-0100;(218) 555-0101;;;http://www.microsoft.com/AllanMannik/;Shop 26;791 Lill Lane;90181;PO Box 606;Glissenville;90181;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
898;Gopalgobinda Sikdar;898;5;;3098;;3;25639;25639;4095,00;2013-01-01;,000;False;False;7;(307) 555-0100;(307) 555-0101;;;http://www.microsoft.com/GopalgobindaSikdar/;Shop 17;1928 Kask Crescent;90495;PO Box 141;Chowdaryville;90495;15;2015-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
899;Chin-Sun Chang;899;7;;3099;;3;5247;5247;3900,00;2013-01-01;,000;False;False;7;(605) 555-0100;(605) 555-0101;;;http://www.microsoft.com/Chin-SunChang/;Suite 2;1417 Mercier Boulevard;90093;PO Box 3869;Salville;90093;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
900;Lilli Sokk;900;6;;3100;;3;14033;14033;2300,00;2013-01-01;,000;False;False;7;(229) 555-0100;(229) 555-0101;;;http://www.microsoft.com/LilliSokk/;Suite 24;793 Thai Boulevard;90357;PO Box 1685;Petrovville;90357;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
901;Adrian Andreasson;901;7;;3101;;3;9445;9445;3000,00;2013-01-01;,000;False;False;7;(217) 555-0100;(217) 555-0101;;;http://www.microsoft.com/AdrianAndreasson/;Unit 21;837 Walker Road;90392;PO Box 923;Agafiteiville;90392;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
902;Kamila Michnova;902;4;;3102;;3;33867;33867;1700,00;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.microsoft.com/KamilaMichnova/;Unit 19;729 Van Lier Street;90418;PO Box 4171;Rambhatlaville;90418;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
903;Bing Han;903;5;;3103;;3;8493;8493;1600,00;2013-01-01;,000;False;False;7;(228) 555-0100;(228) 555-0101;;;http://www.microsoft.com/BingHan/;Unit 29;1170 Nguyen Avenue;90402;PO Box 3100;Celikville;90402;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
904;Olafs Rozitis;904;7;;3104;;3;31401;31401;4000,00;2013-01-01;,000;False;False;7;(316) 555-0100;(316) 555-0101;;;http://www.microsoft.com/OlafsRozitis/;Unit 2;1114 Nakhtare Crescent;90241;PO Box 1426;Arslanville;90241;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
905;Sara Huiting;905;4;;3105;;3;3425;3425;2400,00;2013-01-01;,000;False;False;7;(218) 555-0100;(218) 555-0101;;;http://www.microsoft.com/SaraHuiting/;Shop 30;1476 Poddar Lane;90490;PO Box 760;Skujinsville;90490;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
906;Ajitaab Pakalapati;906;5;;3106;;3;5506;5506;3300,00;2013-01-01;,000;False;False;7;(209) 555-0100;(209) 555-0101;;;http://www.microsoft.com/AjitaabPakalapati/;Shop 11;1892 Clark Avenue;90494;PO Box 6426;Tonville;90494;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
907;Eugen Agafitei;907;4;;3107;;3;31249;31249;3500,00;2013-01-01;,000;False;False;7;(252) 555-0100;(252) 555-0101;;;http://www.microsoft.com/EugenAgafitei/;Suite 5;1627 Jakobsson Lane;90026;PO Box 1526;Senville;90026;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
908;Sumati Bhat;908;3;;3108;;3;14591;14591;3500,00;2013-01-01;,000;False;False;7;(206) 555-0100;(206) 555-0101;;;http://www.microsoft.com/SumatiBhat/;Shop 13;885 Das Street;90789;PO Box 6201;Zemanville;90789;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
909;Dena Glissen;909;4;;3109;;3;7050;7050;3200,00;2013-01-01;,000;False;False;7;(316) 555-0100;(316) 555-0101;;;http://www.microsoft.com/DenaGlissen/;Unit 13;1331 Sen Street;90665;PO Box 5751;Ohville;90665;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
910;Elina Kaleja;910;6;;3110;;3;13333;13333;1200,00;2013-01-01;,000;False;False;7;(225) 555-0100;(225) 555-0101;;;http://www.microsoft.com/ElinaKaleja/;Unit 18;469 Valbe Road;90395;PO Box 6366;Isaville;90395;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
911;Liidia Lepp;911;6;;3111;;3;25078;25078;3360,00;2013-01-01;,000;False;False;7;(276) 555-0100;(276) 555-0101;;;http://www.microsoft.com/LiidiaLepp/;Suite 7;824 Omelkova Street;90137;PO Box 46;Vujicaville;90137;15;2015-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
912;Volkan senturk;912;5;;3112;;3;37938;37938;2600,00;2013-01-01;,000;False;False;7;(276) 555-0100;(276) 555-0101;;;http://www.microsoft.com/Volkansenturk/;Suite 27;283 Berzins Avenue;90525;PO Box 2432;Nguyenville;90525;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
913;Violetta KlanCisar;913;4;;3113;;3;2175;2175;3045,00;2013-01-01;,000;False;False;7;(225) 555-0100;(225) 555-0101;;;http://www.microsoft.com/ViolettaKlanCisar/;Shop 25;130 Molnar Avenue;90777;PO Box 8290;Bhogireddyville;90777;15;2015-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
914;Chandana Shasthri;914;4;;3114;;3;23796;23796;3675,00;2013-01-01;,000;False;False;7;(803) 555-0100;(803) 555-0101;;;http://www.microsoft.com/ChandanaShasthri/;Unit 8;813 Seleznyov Avenue;90125;PO Box 3228;Marquisville;90125;8;2014-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
915;Ana Florea;915;7;;3115;;3;4430;4430;1984,50;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.microsoft.com/AnaFlorea/;Shop 3;1898 Pokorna Boulevard;90140;PO Box 3140;Rautville;90140;15;2015-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
916;Pinja Jantunen;916;6;;3116;;3;23734;23734;1400,00;2013-01-01;,000;False;False;7;(308) 555-0100;(308) 555-0101;;;http://www.microsoft.com/PinjaJantunen/;Shop 26;660 Mottola Avenue;90091;PO Box 1501;Banhville;90091;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
917;Pari Hosseini;917;3;;3117;;3;31936;31936;1300,00;2013-01-01;,000;False;False;7;(505) 555-0100;(505) 555-0101;;;http://www.microsoft.com/PariHosseini/;Unit 24;1164 Samaniego Avenue;90549;PO Box 2029;Boseville;90549;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
918;Isidora Morales;918;3;;3118;;3;34699;34699;1600,00;2013-01-01;,000;False;False;7;(406) 555-0100;(406) 555-0101;;;http://www.microsoft.com/IsidoraMorales/;Shop 12;1633 Kanaparthi Lane;90670;PO Box 7683;Petoville;90670;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
919;Kertu Sokk;919;5;;3119;;3;14019;14019;3000,00;2013-01-01;,000;False;False;7;(212) 555-0100;(212) 555-0101;;;http://www.microsoft.com/KertuSokk/;Shop 11;965 Horackova Lane;90718;PO Box 501;Gyarmathiville;90718;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
920;Gayatri Gajula;920;5;;3120;;3;31348;31348;4000,00;2013-01-01;,000;False;False;7;(212) 555-0100;(212) 555-0101;;;http://www.microsoft.com/GayatriGajula/;Unit 19;1281 Lo Duca Avenue;90157;PO Box 2269;Biteville;90157;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
921;Victoria Lacusta;921;4;;3121;;3;7408;7408;3885,00;2013-01-01;,000;False;False;7;(212) 555-0100;(212) 555-0101;;;http://www.microsoft.com/VictoriaLacusta/;Suite 12;415 Omidzadeh Road;90632;PO Box 563;Bohuslavville;90632;20;2013-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
922;Sumati Chatterjee;922;6;;3122;;3;24668;24668;2520,00;2013-01-01;,000;False;False;7;(231) 555-0100;(231) 555-0101;;;http://www.microsoft.com/SumatiChatterjee/;Unit 10;1643 Mitra Avenue;90254;PO Box 771;Zujovicville;90254;20;2013-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
923;Tai Bach;923;3;;3123;;3;12040;12040;3700,00;2013-01-01;,000;False;False;7;(219) 555-0100;(219) 555-0101;;;http://www.microsoft.com/TaiBach/;Suite 14;1831 Vulpes Crescent;90429;PO Box 1517;Diazville;90429;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
924;Eva Schulteisz;924;3;;3124;;3;15461;15461;2700,00;2013-01-01;,000;False;False;7;(252) 555-0100;(252) 555-0101;;;http://www.microsoft.com/EvaSchulteisz/;Shop 11;1783 Escobar Crescent;90609;PO Box 9435;Lohmusville;90609;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
925;Can ozcan;925;7;;3125;;3;25354;25354;3900,00;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.microsoft.com/Canozcan/;Suite 10;618 Cervenkova Boulevard;90079;PO Box 5325;Kaskville;90079;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
926;Richard Friar;926;7;;3126;;3;24589;24589;2200,00;2013-01-01;,000;False;False;7;(339) 555-0100;(339) 555-0101;;;http://www.microsoft.com/RichardFriar/;Shop 21;80 Gupta Avenue;90067;PO Box 6431;Thakurville;90067;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
927;Matyas Sedlar;927;3;;3127;;3;4977;4977;1470,00;2013-01-01;,000;False;False;7;(270) 555-0100;(270) 555-0101;;;http://www.microsoft.com/MatyasSedlar/;Shop 31;603 Nechita Road;90609;PO Box 2555;Alexandrovaville;90609;20;2013-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
928;Arijit Bhuiyan;928;5;;3128;;3;10831;10831;2200,00;2013-01-01;,000;False;False;7;(212) 555-0100;(212) 555-0101;;;http://www.microsoft.com/ArijitBhuiyan/;Shop 15;1758 Naicker Boulevard;90186;PO Box 8463;Loville;90186;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
929;Vladimir Henzl;929;4;;3129;;3;27559;27559;1600,00;2013-01-01;,000;False;False;7;(907) 555-0100;(907) 555-0101;;;http://www.microsoft.com/VladimirHenzl/;Shop 15;250 Torres Road;90521;PO Box 9229;Babuville;90521;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
930;Shantanu Huq;930;6;;3130;;3;7890;7890;3400,00;2013-01-01;,000;False;False;7;(252) 555-0100;(252) 555-0101;;;http://www.microsoft.com/ShantanuHuq/;Shop 27;1274 Lundin Street;90146;PO Box 1295;Kulkarniville;90146;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
931;Nada Jovanovic;931;7;;3131;;3;24764;24764;2300,00;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.microsoft.com/NadaJovanovic/;Shop 19;926 Shakiba Crescent;90764;PO Box 6841;Reddville;90764;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
932;Nicolo Cattaneo;932;7;;3132;;3;30803;30803;1800,00;2013-01-01;,000;False;False;7;(212) 555-0100;(212) 555-0101;;;http://www.microsoft.com/NicoloCattaneo/;Unit 22;1126 Chakraborty Crescent;90273;PO Box 4669;Floresville;90273;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
933;Joel Carrillo;933;5;;3133;;3;9427;9427;3700,00;2013-01-01;,000;False;False;7;(405) 555-0100;(405) 555-0101;;;http://www.microsoft.com/JoelCarrillo/;Unit 18;227 Paruchuri Boulevard;90340;PO Box 5546;Perssonville;90340;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
934;Ivan Sepulveda;934;3;;3134;;3;24805;24805;2205,00;2013-01-01;,000;False;False;7;(218) 555-0100;(218) 555-0101;;;http://www.microsoft.com/IvanSepulveda/;Shop 7;548 Bures Crescent;90647;PO Box 8981;Siavashiville;90647;20;2013-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
935;Daevasree Samavedam;935;7;;3135;;3;13360;13360;1700,00;2013-01-01;,000;False;False;7;(201) 555-0100;(201) 555-0101;;;http://www.microsoft.com/DaevasreeSamavedam/;Suite 25;1690 Poddar Avenue;90503;PO Box 495;Khalsaville;90503;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
936;Ludmila Smidova;936;3;;3136;;3;33747;33747;3900,00;2013-01-01;,000;False;False;7;(480) 555-0100;(480) 555-0101;;;http://www.microsoft.com/LudmilaSmidova/;Unit 31;413 Wattanasin Boulevard;90248;PO Box 3814;Duttaville;90248;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
937;Manca Hrastovsek;937;6;;3137;;3;32267;32267;1155,00;2013-01-01;,000;False;False;7;(205) 555-0100;(205) 555-0101;;;http://www.microsoft.com/MancaHrastovsek/;Unit 15;685 Pavel Road;90012;PO Box 6531;Bhatville;90012;8;2014-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
938;Anna Gyarmathi;938;3;;3138;;3;17329;17329;3300,00;2013-01-01;,000;False;False;7;(252) 555-0100;(252) 555-0101;;;http://www.microsoft.com/AnnaGyarmathi/;Suite 15;809 Alva Boulevard;90250;PO Box 5458;Atluriville;90250;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
939;Ioana Florea;939;4;;3139;;3;23550;23550;2000,00;2013-01-01;,000;False;False;7;(339) 555-0100;(339) 555-0101;;;http://www.microsoft.com/IoanaFlorea/;Suite 28;999 Dumina Avenue;90414;PO Box 9905;Basturkville;90414;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
940;Lorin Astrom;940;6;;3140;;3;27543;27543;1200,00;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.microsoft.com/LorinAstrom/;Shop 19;487 Prabhupāda Lane;90327;PO Box 8682;Jogiville;90327;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
941;Bishwa Chatterjee;941;3;;3141;;3;18332;18332;1700,00;2013-01-01;,000;False;False;7;(239) 555-0100;(239) 555-0101;;;http://www.microsoft.com/BishwaChatterjee/;Unit 17;1466 Deilami Road;90087;PO Box 3160;Linnaville;90087;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
942;Chaayaadaevi Sonti;942;7;;3142;;3;29123;29123;1700,00;2013-01-01;,000;False;False;7;(217) 555-0100;(217) 555-0101;;;http://www.microsoft.com/ChaayaadaeviSonti/;Suite 13;701 Sedlar Boulevard;90593;PO Box 1904;Deyville;90593;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
943;Drazenka Jelic;943;3;;3143;;3;6221;6221;2600,00;2013-01-01;,000;False;False;7;(803) 555-0100;(803) 555-0101;;;http://www.microsoft.com/DrazenkaJelic/;Unit 23;1577 Lam Lane;90577;PO Box 16;Nairville;90577;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
944;Ida Celma;944;3;;3144;;3;14931;14931;3990,00;2013-01-01;,000;False;False;7;(319) 555-0100;(319) 555-0101;;;http://www.microsoft.com/IdaCelma/;Suite 28;893 Habibi Lane;90577;PO Box 4308;Mishraville;90577;15;2015-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
945;Hoc Tran;945;5;;3145;;3;36973;36973;1470,00;2013-01-01;,000;False;False;7;(339) 555-0100;(339) 555-0101;;;http://www.microsoft.com/HocTran/;Shop 19;1634 Sen Street;90588;PO Box 6639;Henzlville;90588;20;2013-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
946;David safranek;946;4;;3146;;3;34280;34280;3990,00;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.microsoft.com/Davidsafranek/;Shop 7;974 Mazzanti Avenue;90204;PO Box 764;Almarazville;90204;8;2014-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
947;Svetlana Todorovic;947;4;;3147;;3;35193;35193;2800,00;2013-01-01;,000;False;False;7;(206) 555-0100;(206) 555-0101;;;http://www.microsoft.com/SvetlanaTodorovic/;Suite 14;731 Szolosy Crescent;90468;PO Box 4724;Larssonville;90468;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
948;Richard Zahradnicek;948;4;;3148;;3;16893;16893;3300,00;2013-01-01;,000;False;False;7;(314) 555-0100;(314) 555-0101;;;http://www.microsoft.com/RichardZahradnicek/;Shop 7;401 Bhowmick Avenue;90311;PO Box 4904;Mukherjeeville;90311;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
949;Seo-yun Paik;949;7;;3149;;3;17151;17151;3500,00;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.microsoft.com/Seo-yunPaik/;Suite 7;493 Bjorklund Road;90259;PO Box 7997;Nantakarnville;90259;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
950;Emily Whittle;950;7;;3150;;3;16257;16257;2900,00;2013-01-01;,000;False;False;7;(231) 555-0100;(231) 555-0101;;;http://www.microsoft.com/EmilyWhittle/;Unit 6;1108 Enestam Crescent;90330;PO Box 9824;Boseville;90330;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
951;Eliza Persson;951;4;;3151;;3;17053;17053;3300,00;2013-01-01;,000;False;False;7;(209) 555-0100;(209) 555-0101;;;http://www.microsoft.com/ElizaPersson/;Unit 16;1520 Auzina Lane;90500;PO Box 566;Kommineniville;90500;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
952;Chuan Wattanasin;952;3;;3152;;3;11626;11626;3200,00;2013-01-01;,000;False;False;7;(217) 555-0100;(217) 555-0101;;;http://www.microsoft.com/ChuanWattanasin/;Suite 8;1774 Yadav Crescent;90097;PO Box 404;Buresovaville;90097;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
953;Linh Dao;953;4;;3153;;3;21191;21191;3200,00;2013-01-01;,000;False;False;7;(228) 555-0100;(228) 555-0101;;;http://www.microsoft.com/LinhDao/;Shop 4;1407 Kommineni Street;90147;PO Box 2901;Bollingerville;90147;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
954;Nasrin Omidzadeh;954;4;;3154;;3;21161;21161;3800,00;2013-01-01;,000;False;False;7;(239) 555-0100;(239) 555-0101;;;http://www.microsoft.com/NasrinOmidzadeh/;Suite 12;588 Cirulis Lane;90290;PO Box 645;Mokkapativille;90290;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
955;Raghu Sandhu;955;3;;3155;;3;3700;3700;1700,00;2013-01-01;,000;False;False;7;(240) 555-0100;(240) 555-0101;;;http://www.microsoft.com/RaghuSandhu/;Suite 22;459 Popov Lane;90305;PO Box 2703;Paruchuriville;90305;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
956;Nhung Thach;956;5;;3156;;3;28502;28502;1800,00;2013-01-01;,000;False;False;7;(480) 555-0100;(480) 555-0101;;;http://www.microsoft.com/NhungThach/;Suite 4;198 Benjaree Road;90211;PO Box 3234;Malkville;90211;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
957;Hee-Young Suh;957;3;;3157;;3;24340;24340;2200,00;2013-01-01;,000;False;False;7;(209) 555-0100;(209) 555-0101;;;http://www.microsoft.com/Hee-YoungSuh/;Suite 23;617 Polaskova Boulevard;90414;PO Box 9128;Linnaville;90414;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
958;Valentin Tirlea;958;6;;3158;;3;26769;26769;3300,00;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.microsoft.com/ValentinTirlea/;Suite 23;1356 Dao Avenue;90648;PO Box 5046;Reuserville;90648;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
959;Dhaatri Chavva;959;3;;3159;;3;10059;10059;1900,00;2013-01-01;,000;False;False;7;(207) 555-0100;(207) 555-0101;;;http://www.microsoft.com/DhaatriChavva/;Suite 4;438 Desforges Road;90686;PO Box 9877;Aguayoville;90686;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
960;Edgar Jogi;960;5;;3160;;3;3501;3501;1500,00;2013-01-01;,000;False;False;7;(209) 555-0100;(209) 555-0101;;;http://www.microsoft.com/EdgarJogi/;Shop 6;1317 Desforges Street;90451;PO Box 8213;Shasthriville;90451;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
961;Rani Ganguly;961;6;;3161;;3;1246;1246;3600,00;2013-01-01;,000;False;False;7;(209) 555-0100;(209) 555-0101;;;http://www.microsoft.com/RaniGanguly/;Unit 23;1552 Srbova Road;90567;PO Box 3903;Benjareeville;90567;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
962;Bhagavati Vinjamuri;962;4;;3162;;3;11008;11008;1400,00;2013-01-01;,000;False;False;7;(319) 555-0100;(319) 555-0101;;;http://www.microsoft.com/BhagavatiVinjamuri/;Suite 22;1774 Bohuslav Boulevard;90629;PO Box 2710;Ederville;90629;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
963;Be Trang;963;7;;3163;;3;36091;36091;2700,00;2013-01-01;,000;False;False;7;(405) 555-0100;(405) 555-0101;;;http://www.microsoft.com/BeTrang/;Unit 26;33 Rezaei Boulevard;90072;PO Box 5401;Gomesville;90072;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
964;Ingrida Zeltina;964;4;;3164;;3;34422;34422;2600,00;2013-01-01;,000;False;False;7;(239) 555-0100;(239) 555-0101;;;http://www.microsoft.com/IngridaZeltina/;Suite 24;1300 Sonkar Road;90042;PO Box 2777;Sokkville;90042;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
965;Phoung Cu;965;7;;3165;;3;21427;21427;3000,00;2013-01-01;,000;False;False;7;(208) 555-0100;(208) 555-0101;;;http://www.microsoft.com/PhoungCu/;Shop 10;1380 Kalnina Crescent;90180;PO Box 9412;Jobraniville;90180;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
966;Sara Walkky;966;4;;3166;;3;6402;6402;2100,00;2013-01-01;,000;False;False;7;(303) 555-0100;(303) 555-0101;;;http://www.microsoft.com/SaraWalkky/;Shop 29;934 Borgen Street;90192;PO Box 5722;Sarmaville;90192;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
